agno,fecha_bbdd,codigo_bbdd,grado,rbd,dvrbd,nom_rbd,cod_reg_rbd,nom_reg_rbd,cod_pro_rbd,nom_pro_rbd,cod_com_rbd,nom_com_rbd,nom_deprov_rbd,cod_reg_rbd_2014,nom_reg_rbd_2014,cod_pro_rbd_2014,nom_pro_rbd_2014,cod_com_rbd_2014,nom_com_rbd_2014,nom_deprov_rbd_2014,cod_depe1,cod_depe2,cod_grupo,cod_rural_rbd,nalu_lect2m_rbd,nalu_mate2m_rbd,nalu_nat2m_rbd,prom_lect2m_rbd,prom_mate2m_rbd,prom_nat2m_rbd,dif_lect2m_rbd,dif_mate2m_rbd,difgru_lect2m_rbd,difgru_mate2m_rbd,difgru_nat2m_rbd,sigdif_lect2m_rbd,sigdif_mate2m_rbd,siggru_lect2m_rbd,siggru_mate2m_rbd,siggru_nat2m_rbd,marca_lect2m_rbd,marca_mate2m_rbd,marca_nat2m_rbd,marcadif_lect2m_rbd,marcadif_mate2m_rbd,palu_eda_ins_lect2m_rbd,palu_eda_ele_lect2m_rbd,palu_eda_ade_lect2m_rbd,palu_eda_ins_mate2m_rbd,palu_eda_ele_mate2m_rbd,palu_eda_ade_mate2m_rbd,marca_eda_lect2m_rbd,marca_eda_mate2m_rbd,noaplica
2014,20151009,final20151009v1,2m,9185,5,LICEO SALESIANO CAMILO ORTUZAR MONTT,13,REGIÓN METROPOLITANA,1,SANTIAGO,13118,MACUL,SANTIAGO ORIENTE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13118,MACUL,SANTIAGO ORIENTE,Particular subvencionado,Particular subvencionado,Medio alto,Urbano,111,114,114,248,285,283,-31,-11,-30,-23,3,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,No significativa,,,,,,49.5,32.4,18,22.8,43,34.2,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9194,4,CENTRO EDUC PROFES GMO GONZALEZ HEINRICH,13,REGIÓN METROPOLITANA,1,SANTIAGO,13120,ÑUÑOA,SANTIAGO ORIENTE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13120,ÑUÑOA,SANTIAGO ORIENTE,Particular subvencionado,Particular subvencionado,Medio bajo,Urbano,335,355,354,211,233,221,1,9,-29,-10,-12,No significativa,No significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,,,,,,78.5,16.1,5.4,62.3,34.6,3.1,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9200,2,COLEGIO PARTICULAR JORGE PRIETO LETELIER,13,REGIÓN METROPOLITANA,1,SANTIAGO,13122,PEÑALOLÉN,SANTIAGO ORIENTE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13122,PEÑALOLÉN,SANTIAGO ORIENTE,Particular subvencionado,Particular subvencionado,Medio bajo,Urbano,39,37,37,276,280,265,9,-4,36,37,32,No significativa,No significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,,,,,,30.8,28.2,41,32.4,48.6,18.9,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9208,8,COMPLEJO EDUCACIONAL ESPERANZA,13,REGIÓN METROPOLITANA,1,SANTIAGO,13118,MACUL,SANTIAGO ORIENTE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13118,MACUL,SANTIAGO ORIENTE,Particular subvencionado,Particular subvencionado,Medio bajo,Urbano,57,66,61,225,236,227,-16,-25,-15,-7,-6,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,No significativa,,,,,,77.2,15.8,7,62.1,30.3,7.6,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9209,6,ESCUELA PARTICULAR SAN JUAN BAUTISTA,13,REGIÓN METROPOLITANA,1,SANTIAGO,13120,ÑUÑOA,SANTIAGO ORIENTE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13120,ÑUÑOA,SANTIAGO ORIENTE,Particular subvencionado,Particular subvencionado,Medio,Urbano,35,39,39,289,317,266,4,13,25,36,7,No significativa,No significativa,Positiva y significativa,Positiva y significativa,No significativa,,,,,,17.1,37.1,45.7,7.7,28.2,64.1,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9213,4,"COLEGIO, CENTRO EDUC.AMERICO VESPUCIO",13,REGIÓN METROPOLITANA,1,SANTIAGO,13122,PEÑALOLÉN,SANTIAGO ORIENTE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13122,PEÑALOLÉN,SANTIAGO ORIENTE,Particular subvencionado,Particular subvencionado,Bajo,Urbano,23,27,25,210,221,220,-16,-5,-13,4,0,No significativa,No significativa,Negativa y significativa,No significativa,No significativa,Ajenas a la Agencia: Resultados no representativos,,,Ajenas a la Agencia: No reporte,,73.9,13,13,70.4,25.9,3.7,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9216,9,COLEGIO SUIZO DE SANTIAGO,13,REGIÓN METROPOLITANA,1,SANTIAGO,13120,ÑUÑOA,SANTIAGO ORIENTE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13120,ÑUÑOA,SANTIAGO ORIENTE,Particular pagado,Particular pagado,Alto,Urbano,30,32,32,331,357,330,4,-3,41,23,26,No significativa,No significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,,,,,,3.3,6.7,90,0,9.4,90.6,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9217,7,COLEGIO AKROS,13,REGIÓN METROPOLITANA,1,SANTIAGO,13120,ÑUÑOA,SANTIAGO ORIENTE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13120,ÑUÑOA,SANTIAGO ORIENTE,Particular pagado,Particular pagado,Alto,Urbano,25,25,25,313,366,327,-28,7,23,32,23,Negativa y significativa,No significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,,,,,,8,20,72,0,0,100,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9221,5,COLEGIO ALTAMIRA,13,REGIÓN METROPOLITANA,1,SANTIAGO,13122,PEÑALOLÉN,SANTIAGO ORIENTE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13122,PEÑALOLÉN,SANTIAGO ORIENTE,Particular pagado,Particular pagado,Alto,Urbano,75,77,77,235,259,261,-13,-25,-55,-75,-43,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,,,,,,62.7,20,17.3,40.3,42.9,16.9,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9228,2,INSTITUTO PABLO NERUDA,13,REGIÓN METROPOLITANA,1,SANTIAGO,13120,ÑUÑOA,SANTIAGO ORIENTE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13120,ÑUÑOA,SANTIAGO ORIENTE,Particular pagado,Particular pagado,Medio alto,Urbano,14,15,15,237,212,231,-26,-32,-41,-96,-49,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,,,,,,71.4,28.6,0,80,20,0,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9230,4,COLEGIO ISABEL LA CATOLICA,13,REGIÓN METROPOLITANA,1,SANTIAGO,13120,ÑUÑOA,SANTIAGO ORIENTE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13120,ÑUÑOA,SANTIAGO ORIENTE,Particular pagado,Particular pagado,Alto,Urbano,23,22,22,289,329,280,10,23,-1,-5,-24,No significativa,Positiva y significativa,No significativa,No significativa,Negativa y significativa,,,,,,17.4,43.5,39.1,0,45.5,54.5,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9237,1,INSTITUTO HEBREO DR CHAIM WEIZMANN-ORT,13,REGIÓN METROPOLITANA,1,SANTIAGO,13115,LO BARNECHEA,SANTIAGO ORIENTE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13115,LO BARNECHEA,SANTIAGO ORIENTE,Particular pagado,Particular pagado,Alto,Urbano,68,68,67,300,337,317,-2,-17,10,3,13,No significativa,Negativa y significativa,Positiva y significativa,No significativa,Positiva y significativa,,,,,,14.7,27.9,57.4,1.5,26.5,72.1,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9239,8,COLEGIO FRANCISCO DE MIRANDA,13,REGIÓN METROPOLITANA,1,SANTIAGO,13122,PEÑALOLÉN,SANTIAGO ORIENTE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13122,PEÑALOLÉN,SANTIAGO ORIENTE,Particular pagado,Particular pagado,Alto,Urbano,8,5,14,277,301,254,,,-13,,-50,,,No significativa,,Negativa y significativa,Ajenas a la Agencia: Resultados no representativos,,,Ajenas a la Agencia: No reporte,Ajenas a la Agencia: Resultados no representativos,,,,,,,Ajenas al Establecimiento: No reporte,Ajenas al Establecimiento: No reporte,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9244,4,FUNDACIÓN EDUCACIONAL COLEGIO NOTRE DAME,13,REGIÓN METROPOLITANA,1,SANTIAGO,13122,PEÑALOLÉN,SANTIAGO ORIENTE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13122,PEÑALOLÉN,SANTIAGO ORIENTE,Particular pagado,Particular pagado,Alto,Urbano,44,47,46,262,316,287,-26,-24,-28,-18,-17,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,,,,,,38.6,29.5,31.8,4.3,46.8,48.9,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9246,0,COLEGIO SAN AGUSTIN,13,REGIÓN METROPOLITANA,1,SANTIAGO,13120,ÑUÑOA,SANTIAGO ORIENTE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13120,ÑUÑOA,SANTIAGO ORIENTE,Particular pagado,Particular pagado,Alto,Urbano,94,98,97,280,347,304,-6,0,-10,13,0,No significativa,No significativa,Negativa y significativa,Positiva y significativa,No significativa,,,,,,26.6,25.5,47.9,1,21.4,77.6,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9249,5,COLEGIO SAINT GASPAR COLLEGE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13120,ÑUÑOA,SANTIAGO ORIENTE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13120,ÑUÑOA,SANTIAGO ORIENTE,Particular pagado,Particular pagado,Alto,Urbano,51,50,50,304,333,313,-7,-24,14,-1,9,No significativa,Negativa y significativa,Positiva y significativa,No significativa,Positiva y significativa,,,,,,5.9,35.3,58.8,0,28,72,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9250,9,COLEGIO CALASANZ,13,REGIÓN METROPOLITANA,1,SANTIAGO,13120,ÑUÑOA,SANTIAGO ORIENTE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13120,ÑUÑOA,SANTIAGO ORIENTE,Particular pagado,Particular pagado,Alto,Urbano,125,125,125,294,361,310,-4,-2,4,27,6,No significativa,No significativa,No significativa,Positiva y significativa,Positiva y significativa,,,,,,13.6,36.8,49.6,.8,8,91.2,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9259,2,COLEGIO SANTO TOMAS ÑUÑOA,13,REGIÓN METROPOLITANA,1,SANTIAGO,13120,ÑUÑOA,SANTIAGO ORIENTE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13120,ÑUÑOA,SANTIAGO ORIENTE,Particular subvencionado,Particular subvencionado,Medio alto,Urbano,69,71,71,302,343,307,16,8,24,35,27,Positiva y significativa,No significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,,,,,,8.7,36.2,55.1,0,23.9,76.1,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9263,0,COLEGIO SANTA GEMA GALGANI,13,REGIÓN METROPOLITANA,1,SANTIAGO,13120,ÑUÑOA,SANTIAGO ORIENTE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13120,ÑUÑOA,SANTIAGO ORIENTE,Particular pagado,Particular pagado,Alto,Urbano,24,26,27,199,265,227,-47,19,-91,-69,-77,Negativa y significativa,No significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,,,,,,91.7,8.3,0,38.5,50,11.5,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9267,3,LICEO EXPERIMENTAL MANUEL DE SALAS,13,REGIÓN METROPOLITANA,1,SANTIAGO,13120,ÑUÑOA,SANTIAGO ORIENTE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13120,ÑUÑOA,SANTIAGO ORIENTE,Particular pagado,Particular pagado,Alto,Urbano,9,13,13,275,321,289,,,-15,-13,-15,,,Negativa y significativa,Negativa y significativa,Negativa y significativa,Ajenas a la Agencia: Resultados no representativos,Ajenas a la Agencia: Resultados no representativos,Ajenas a la Agencia: Resultados no representativos,Ajenas a la Agencia: No reporte,Ajenas a la Agencia: No reporte,,,,7.7,30.8,61.5,Ajenas al Establecimiento: No reporte,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9270,3,COLEGIO VICTOR DOMINGO SILVA,13,REGIÓN METROPOLITANA,1,SANTIAGO,13120,ÑUÑOA,SANTIAGO ORIENTE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13120,ÑUÑOA,SANTIAGO ORIENTE,Particular pagado,Particular pagado,Alto,Urbano,18,18,18,229,294,277,-30,-13,-61,-40,-27,Negativa y significativa,No significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,,,,,,66.7,22.2,11.1,27.8,27.8,44.4,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9271,1,COLEGIO THE KENT SCHOOL,13,REGIÓN METROPOLITANA,1,SANTIAGO,13123,PROVIDENCIA,SANTIAGO ORIENTE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13123,PROVIDENCIA,SANTIAGO ORIENTE,Particular pagado,Particular pagado,Alto,Urbano,56,59,59,317,358,329,-1,1,27,24,25,No significativa,No significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,,,,,,3.6,17.9,78.6,3.4,3.4,93.2,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9276,2,COLEGIO UNIVERSITARIO EL SALVADOR,13,REGIÓN METROPOLITANA,1,SANTIAGO,13120,ÑUÑOA,SANTIAGO ORIENTE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13120,ÑUÑOA,SANTIAGO ORIENTE,Particular pagado,Particular pagado,Alto,Urbano,22,21,21,291,332,302,-16,-17,1,-2,-2,Negativa y significativa,Negativa y significativa,No significativa,No significativa,No significativa,,,,,,9.1,45.5,45.5,4.8,28.6,66.7,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9277,0,COLEGIO SAN MARCOS,13,REGIÓN METROPOLITANA,1,SANTIAGO,13118,MACUL,SANTIAGO ORIENTE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13118,MACUL,SANTIAGO ORIENTE,Particular pagado,Particular pagado,Alto,Urbano,67,73,74,255,319,284,-15,6,-35,-15,-20,Negativa y significativa,No significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,,,,,,37.3,32.8,29.9,5.5,50.7,43.8,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9278,9,COLEGIO INSTITUTO SANTA MARIA,13,REGIÓN METROPOLITANA,1,SANTIAGO,13120,ÑUÑOA,SANTIAGO ORIENTE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13120,ÑUÑOA,SANTIAGO ORIENTE,Particular pagado,Particular pagado,Alto,Urbano,33,32,32,281,326,292,18,6,-9,-8,-12,Positiva y significativa,No significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,,,,,,24.2,27.3,48.5,6.3,25,68.8,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9281,9,LICEO BENJAMIN VICUNA MACKENNA,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,Corporación Municipal,Municipal,Medio bajo,Urbano,147,146,155,219,210,227,-4,-30,-21,-33,-6,No significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,,,,,,74.8,17,8.2,74.7,24,1.4,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9285,1,ESCUELA MARCELA PAZ,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,Corporación Municipal,Municipal,Bajo,Urbano,19,17,18,221,220,220,32,19,-2,3,0,Positiva y significativa,No significativa,No significativa,No significativa,No significativa,,,,,,78.9,15.8,5.3,76.5,23.5,0,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9288,6,LICEO NUEVO AMANECER,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,Corporación Municipal,Municipal,Bajo,Urbano,18,22,20,207,217,209,-3,-5,-16,0,-11,No significativa,No significativa,Negativa y significativa,No significativa,No significativa,,,,,,100,0,0,81.8,13.6,4.5,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9292,4,COMPLEJO EDUC. MUNICIPAL CARDEN.A.SAMORE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,Corporación Municipal,Municipal,Medio bajo,Urbano,50,57,53,198,207,219,9,-3,-42,-36,-14,No significativa,No significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,,,,,,96,4,0,75.4,21.1,3.5,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9293,2,LICEO POLIVALENTE LOS ALMENDROS,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,Corporación Municipal,Municipal,Bajo,Urbano,38,42,38,228,232,213,3,1,5,15,-7,No significativa,No significativa,No significativa,Positiva y significativa,No significativa,,,,,,68.4,26.3,5.3,59.5,40.5,0,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9294,0,LICEO ANDRES BELLO,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,Corporación Municipal,Municipal,Medio bajo,Urbano,29,31,31,220,217,217,-20,10,-20,-26,-16,Negativa y significativa,No significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,,,,,,72.4,27.6,0,80.6,19.4,0,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9298,3,LICEO INDIRA GANDHI,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,Corporación Municipal,Municipal,Medio bajo,Urbano,38,45,45,220,213,220,16,-7,-20,-30,-13,No significativa,No significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,,,,,,78.9,13.2,7.9,77.8,15.6,6.7,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9312,2,CHILEAN EAGLES COLLEGE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,Particular subvencionado,Particular subvencionado,Medio,Urbano,159,165,165,221,242,234,-15,-21,-43,-39,-25,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,,,,,,71.1,22,6.9,55.8,39.4,4.8,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9317,3,INSTITUTO LA SALLE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,Particular subvencionado,Particular subvencionado,Medio alto,Urbano,79,81,81,287,354,309,-6,3,9,46,29,No significativa,No significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,,,,,,16.5,35.4,48.1,0,19.8,80.2,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9318,1,COLEGIO MAURICIO RUGENDAS,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,Particular subvencionado,Particular subvencionado,Medio bajo,Urbano,26,26,27,259,252,236,22,19,19,9,3,Positiva y significativa,No significativa,Positiva y significativa,No significativa,No significativa,,,,,,50,34.6,15.4,42.3,50,7.7,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9324,6,ESCUELA PARTICULAR MSR.DIEGO ROSALES,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,Particular subvencionado,Particular subvencionado,Medio bajo,Urbano,23,23,23,212,220,229,-30,-28,-28,-23,-4,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,No significativa,,,,,,91.3,8.7,0,78.3,21.7,0,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9328,9,COLEGIO POLIV. SAN SEBASTIAN DE LA FLORIDA,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,Particular subvencionado,Particular subvencionado,Medio bajo,Urbano,109,113,112,230,222,228,-14,-8,-10,-21,-5,Negativa y significativa,No significativa,Negativa y significativa,Negativa y significativa,No significativa,,,,,,70.6,22,7.3,77,21.2,1.8,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9330,0,COLEGIO ALAIN DE LA FLORIDA,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,Particular subvencionado,Particular subvencionado,Medio bajo,Urbano,60,64,64,222,223,231,-1,-9,-18,-20,-2,No significativa,No significativa,Negativa y significativa,Negativa y significativa,No significativa,,,,,,70,18.3,11.7,60.9,34.4,4.7,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9331,9,COLEGIO PARTICULAR THE GARDEN SCHOOL,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,Particular subvencionado,Particular subvencionado,Medio alto,Urbano,116,128,126,233,245,245,-23,-24,-45,-63,-35,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,,,,,,65.5,24.1,10.3,50.8,43,6.3,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9332,7,COLEGIO SANTA PATRICIA DE LA FLORIDA,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,Particular subvencionado,Particular subvencionado,Medio bajo,Urbano,54,56,57,227,218,218,13,6,-13,-25,-15,No significativa,No significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,,,,,,68.5,24.1,7.4,76.8,23.2,0,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9340,8,COLEGIO SANTA MARIA,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,Particular subvencionado,Particular subvencionado,Medio alto,Urbano,136,134,134,280,305,268,-23,-13,2,-3,-12,Negativa y significativa,Negativa y significativa,No significativa,No significativa,Negativa y significativa,,,,,,21.3,45.6,33.1,17.2,39.6,43.3,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9347,5,CENTRO EDUCACIONAL LA FLORIDA,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,Particular subvencionado,Particular subvencionado,Medio,Urbano,141,138,138,230,232,225,-2,-7,-34,-49,-34,No significativa,No significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,,,,,,65.2,24.1,10.6,61.6,36.2,2.2,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9356,4,COLEGIO PARTICULAR SAN FRANCISCO DE ASIS,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,Particular subvencionado,Particular subvencionado,Medio alto,Urbano,92,91,92,272,290,264,-8,-17,-6,-18,-16,No significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,,,,,,26.1,44.6,29.3,18.7,58.2,23.1,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9362,9,COLEGIO PARTICULAR LA CONCEPCION,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,Particular subvencionado,Particular subvencionado,Medio alto,Urbano,49,44,48,264,280,255,-25,-13,-14,-28,-25,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,,,,,,38.8,36.7,24.5,25,59.1,15.9,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9369,6,ESCUELA PARTICULAR ROSARIO CONCHA,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,Particular subvencionado,Particular subvencionado,Medio alto,Urbano,40,42,42,274,305,282,0,-10,-4,-3,2,No significativa,No significativa,No significativa,No significativa,No significativa,,,,,,25,50,25,11.9,50,38.1,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9373,4,BERNADETTE COLLEGE,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,13,REGIÓN METROPOLITANA,1,SANTIAGO,13110,LA FLORIDA,CORDILLERA,Particular subvencionado,Particular subvencionado,Medio alto,Urbano,41,42,42,270,300,264,-1,8,-8,-8,-16,No significativa,No significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,,,,,,22,48.8,29.3,14.3,45.2,40.5,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,2m,9377,7,COLEGIO POLIV. VICENTE VALDES,13,REGIÓN METROPOLITANA,1,SANTIAGO,13129,SAN JOAQUÍN,SANTIAGO CENTRO,13,REGIÓN METROPOLITANA,1,SANTIAGO,13129,SAN JOAQUÍN,SANTIAGO CENTRO,Particular subvencionado,Particular subvencionado,Medio bajo,Urbano,71,69,69,270,269,245,34,26,30,26,12,Positiva y significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,,,,,,25.4,43.7,31,33.3,44.9,21.7,,,Rbd y curso rinde Simce
