agno,fecha_bbdd,codigo_bbdd,grado,rbd,dvrbd,nom_rbd,cod_reg_rbd,nom_reg_rbd,cod_pro_rbd,nom_pro_rbd,cod_com_rbd,nom_com_rbd,nom_deprov_rbd,cod_reg_rbd_2014,nom_reg_rbd_2014,cod_pro_rbd_2014,nom_pro_rbd_2014,cod_com_rbd_2014,nom_com_rbd_2014,nom_deprov_rbd_2014,cod_depe1,cod_depe2,cod_grupo,cod_rural_rbd,nalu_lect4b_rbd,nalu_mate4b_rbd,nalu_soc4b_rbd,prom_lect4b_rbd,prom_mate4b_rbd,prom_soc4b_rbd,dif_lect4b_rbd,dif_mate4b_rbd,dif_soc4b_rbd,difgru_lect4b_rbd,difgru_mate4b_rbd,difgru_soc4b_rbd,sigdif_lect4b_rbd,sigdif_mate4b_rbd,sigdif_soc4b_rbd,siggru_lect4b_rbd,siggru_mate4b_rbd,siggru_soc4b_rbd,palu_eda_ins_lect4b_rbd,palu_eda_ele_lect4b_rbd,palu_eda_ade_lect4b_rbd,palu_eda_ins_mate4b_rbd,palu_eda_ele_mate4b_rbd,palu_eda_ade_mate4b_rbd,palu_eda_ins_soc4b_rbd,palu_eda_ele_soc4b_rbd,palu_eda_ade_soc4b_rbd,marca_lect4b_rbd,marca_mate4b_rbd,marca_soc4b_rbd,marcadif_lect4b_rbd,marcadif_mate4b_rbd,marcadif_soc4b_rbd,marca_eda_lect4b_rbd,marca_eda_mate4b_rbd,marca_eda_soc4b_rbd,noaplica
2014,20151009,final20151009v1,4b,5537,9,ESCUELA PARTICULAR REMEHUEICO,9,REGIÓN DE LA ARAUCANÍA,2,MALLECO,9208,PURÉN,MALLECO,9,REGIÓN DE LA ARAUCANÍA,2,MALLECO,9208,PURÉN,MALLECO,Particular subvencionado,Particular subvencionado,Bajo,Rural,6,6,0,228,287,,,,,-17,53,,,,,No significativa,Positiva y significativa,,,,,,,,,,,,,Ajenas al Establecimiento: No reporte,Ajenas a la Agencia: No reporte,Ajenas a la Agencia: No reporte,Ajenas al Establecimiento: No reporte,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,5538,7,ESCUELA GUSTAVO VASQUEZ DIAZ,9,REGIÓN DE LA ARAUCANÍA,2,MALLECO,9206,LOS SAUCES,MALLECO,9,REGIÓN DE LA ARAUCANÍA,2,MALLECO,9206,LOS SAUCES,MALLECO,Municipal DAEM,Municipal,Bajo,Urbano,28,28,28,253,234,231,1,-7,13,8,0,-3,No significativa,No significativa,No significativa,No significativa,No significativa,No significativa,39.3,42.9,17.9,50,42.9,7.1,71.4,25,3.6,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,5539,5,ESCUELA DE LOS SAUCES,9,REGIÓN DE LA ARAUCANÍA,2,MALLECO,9206,LOS SAUCES,MALLECO,9,REGIÓN DE LA ARAUCANÍA,2,MALLECO,9206,LOS SAUCES,MALLECO,Municipal DAEM,Municipal,Medio bajo,Urbano,22,22,22,272,258,253,3,3,-24,21,15,12,No significativa,No significativa,Negativa y significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,27.3,36.4,36.4,45.5,31.8,22.7,45.5,27.3,27.3,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,5541,7,ESC. BASICA ELENA MULLER M.,9,REGIÓN DE LA ARAUCANÍA,2,MALLECO,9206,LOS SAUCES,MALLECO,9,REGIÓN DE LA ARAUCANÍA,2,MALLECO,9206,LOS SAUCES,MALLECO,Municipal DAEM,Municipal,Bajo,Rural,4,4,0,185,184,,,,,,,,,,,,,,,,,,,,,,,,,Ajenas al Establecimiento: No reporte,Ajenas a la Agencia: No reporte,Ajenas a la Agencia: No reporte,Ajenas al Establecimiento: No reporte,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,5544,1,ESC. BASICA SAN RAMON ALTO,9,REGIÓN DE LA ARAUCANÍA,2,MALLECO,9206,LOS SAUCES,MALLECO,9,REGIÓN DE LA ARAUCANÍA,2,MALLECO,9206,LOS SAUCES,MALLECO,Municipal DAEM,Municipal,Bajo,Rural,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,Ajenas a la Agencia: No reporte,Ajenas a la Agencia: No reporte,Ajenas al Establecimiento: No reporte,Alumnos insuficientes,Alumnos insuficientes,Ajenas al Establecimiento: No reporte,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,5546,8,ESC. BASICA OSCAR  CASTRO,9,REGIÓN DE LA ARAUCANÍA,2,MALLECO,9206,LOS SAUCES,MALLECO,9,REGIÓN DE LA ARAUCANÍA,2,MALLECO,9206,LOS SAUCES,MALLECO,Municipal DAEM,Municipal,Bajo,Rural,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,Ajenas a la Agencia: No reporte,Ajenas a la Agencia: No reporte,Ajenas al Establecimiento: No reporte,Alumnos insuficientes,Alumnos insuficientes,Ajenas al Establecimiento: No reporte,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,5548,4,ESC. BASICA PIVADENCO,9,REGIÓN DE LA ARAUCANÍA,2,MALLECO,9206,LOS SAUCES,MALLECO,9,REGIÓN DE LA ARAUCANÍA,2,MALLECO,9206,LOS SAUCES,MALLECO,Municipal DAEM,Municipal,Bajo,Rural,5,4,0,262,217,,,,,,,,,,,,,,,,,,,,,,,,,Ajenas al Establecimiento: No reporte,Ajenas a la Agencia: No reporte,Ajenas a la Agencia: No reporte,Ajenas al Establecimiento: No reporte,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,5550,6,ESCUELA BASICA VILLA TRINTE,9,REGIÓN DE LA ARAUCANÍA,2,MALLECO,9206,LOS SAUCES,MALLECO,9,REGIÓN DE LA ARAUCANÍA,2,MALLECO,9206,LOS SAUCES,MALLECO,Municipal DAEM,Municipal,Bajo,Rural,3,3,0,240,253,,,,,,,,,,,,,,,,,,,,,,,,,Ajenas al Establecimiento: No reporte,Ajenas a la Agencia: No reporte,Ajenas a la Agencia: No reporte,Ajenas al Establecimiento: No reporte,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,5551,4,ESC. BASICA GUIDO GRANDE,9,REGIÓN DE LA ARAUCANÍA,2,MALLECO,9206,LOS SAUCES,MALLECO,9,REGIÓN DE LA ARAUCANÍA,2,MALLECO,9206,LOS SAUCES,MALLECO,Municipal DAEM,Municipal,Bajo,Rural,3,3,0,225,181,,,,,,,,,,,,,,,,,,,,,,,,,Ajenas al Establecimiento: No reporte,Alumnos insuficientes,Alumnos insuficientes,Ajenas al Establecimiento: No reporte,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,5552,2,ESC. BASICA NAPADIR,9,REGIÓN DE LA ARAUCANÍA,2,MALLECO,9206,LOS SAUCES,MALLECO,9,REGIÓN DE LA ARAUCANÍA,2,MALLECO,9206,LOS SAUCES,MALLECO,Municipal DAEM,Municipal,Bajo,Rural,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,Ajenas a la Agencia: No reporte,Ajenas a la Agencia: No reporte,Ajenas al Establecimiento: No reporte,Alumnos insuficientes,Alumnos insuficientes,Ajenas al Establecimiento: No reporte,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,5553,0,ESC. BASICA EL MEMBRILLAR,9,REGIÓN DE LA ARAUCANÍA,2,MALLECO,9206,LOS SAUCES,MALLECO,9,REGIÓN DE LA ARAUCANÍA,2,MALLECO,9206,LOS SAUCES,MALLECO,Municipal DAEM,Municipal,Bajo,Rural,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,Ajenas a la Agencia: No reporte,Ajenas a la Agencia: No reporte,Ajenas al Establecimiento: No reporte,Ajenas a la Agencia: No reporte,Ajenas a la Agencia: No reporte,Ajenas al Establecimiento: No reporte,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,5554,9,ESC. BASICA HUITRANLEBU,9,REGIÓN DE LA ARAUCANÍA,2,MALLECO,9206,LOS SAUCES,MALLECO,9,REGIÓN DE LA ARAUCANÍA,2,MALLECO,9206,LOS SAUCES,MALLECO,Municipal DAEM,Municipal,Medio bajo,Rural,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,Ajenas a la Agencia: No reporte,Ajenas a la Agencia: No reporte,Ajenas al Establecimiento: No reporte,Alumnos insuficientes,Alumnos insuficientes,Ajenas al Establecimiento: No reporte,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,5556,5,ESC. BASICA SAN CARLITOS,9,REGIÓN DE LA ARAUCANÍA,2,MALLECO,9206,LOS SAUCES,MALLECO,9,REGIÓN DE LA ARAUCANÍA,2,MALLECO,9206,LOS SAUCES,MALLECO,Municipal DAEM,Municipal,Bajo,Rural,3,3,0,216,178,,,,,,,,,,,,,,,,,,,,,,,,,Ajenas al Establecimiento: No reporte,Alumnos insuficientes,Alumnos insuficientes,Ajenas al Establecimiento: No reporte,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,5561,1,ESCUELA DE CENTENARIO,9,REGIÓN DE LA ARAUCANÍA,2,MALLECO,9206,LOS SAUCES,MALLECO,9,REGIÓN DE LA ARAUCANÍA,2,MALLECO,9206,LOS SAUCES,MALLECO,Municipal DAEM,Municipal,Bajo,Rural,2,2,0,254,246,,,,,,,,,,,,,,,,,,,,,,,,,Ajenas al Establecimiento: No reporte,Ajenas a la Agencia: No reporte,Ajenas a la Agencia: No reporte,Ajenas al Establecimiento: No reporte,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,5563,8,ESC. BASICA PETRONA PAILLALEO,9,REGIÓN DE LA ARAUCANÍA,2,MALLECO,9206,LOS SAUCES,MALLECO,9,REGIÓN DE LA ARAUCANÍA,2,MALLECO,9206,LOS SAUCES,MALLECO,Municipal DAEM,Municipal,Bajo,Rural,2,2,0,207,180,,,,,,,,,,,,,,,,,,,,,,,,,Ajenas al Establecimiento: No reporte,Alumnos insuficientes,Alumnos insuficientes,Ajenas al Establecimiento: No reporte,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,5574,3,COMPLEJO EDUCACIONAL PADRE LAS CASAS,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9112,PADRE LAS CASAS,CAUTÍN SUR,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9112,PADRE LAS CASAS,CAUTÍN SUR,Particular subvencionado,Particular subvencionado,Medio bajo,Urbano,20,20,20,261,251,248,-23,-35,-7,10,8,7,Negativa y significativa,Negativa y significativa,No significativa,Positiva y significativa,No significativa,No significativa,45,20,35,50,45,5,45,45,10,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,5575,1,ESCUELA ARTURO PRAT,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9101,TEMUCO,CAUTÍN NORTE,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9101,TEMUCO,CAUTÍN NORTE,Municipal DAEM,Municipal,Medio,Urbano,36,34,34,253,234,240,-22,-23,-7,-12,-23,-16,Negativa y significativa,Negativa y significativa,No significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,44.4,33.3,22.2,55.9,38.2,5.9,58.8,29.4,11.8,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,5578,6,ESCUELA LLAIMA,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9101,TEMUCO,CAUTÍN NORTE,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9101,TEMUCO,CAUTÍN NORTE,Municipal DAEM,Municipal,Medio alto,Urbano,101,105,107,266,243,254,-5,-20,-18,-15,-31,-18,No significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,35.6,24.8,39.6,50.5,33.3,16.2,35.5,45.8,18.7,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,5580,8,ESCUELA CAMPOS DEPORTIVOS,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9101,TEMUCO,CAUTÍN NORTE,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9101,TEMUCO,CAUTÍN NORTE,Municipal DAEM,Municipal,Medio bajo,Urbano,107,110,110,261,243,246,17,12,1,10,0,5,Positiva y significativa,Positiva y significativa,No significativa,Positiva y significativa,No significativa,No significativa,36.4,31.8,31.8,51.8,33.6,14.5,46.4,39.1,14.5,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,5582,4,ESCUELA STANDAR,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9101,TEMUCO,CAUTÍN NORTE,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9101,TEMUCO,CAUTÍN NORTE,Municipal DAEM,Municipal,Medio bajo,Urbano,20,20,20,242,219,229,-3,-10,-4,-9,-24,-12,No significativa,No significativa,No significativa,No significativa,Negativa y significativa,Negativa y significativa,50,20,30,70,30,0,55,35,10,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,5583,2,ESCUELA SANTA ROSA,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9101,TEMUCO,CAUTÍN NORTE,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9101,TEMUCO,CAUTÍN NORTE,Municipal DAEM,Municipal,Medio bajo,Urbano,24,24,24,258,250,236,7,7,-19,7,7,-5,No significativa,No significativa,Negativa y significativa,No significativa,No significativa,No significativa,33.3,41.7,25,45.8,37.5,16.7,62.5,25,12.5,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,5585,9,ESCUELA VILLA ALEGRE,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9101,TEMUCO,CAUTÍN NORTE,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9101,TEMUCO,CAUTÍN NORTE,Municipal DAEM,Municipal,Bajo,Urbano,7,7,7,219,215,233,-25,-10,6,-26,-19,-1,No significativa,No significativa,No significativa,Negativa y significativa,No significativa,No significativa,,,,,,,,,,,,,,,,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,5588,3,ESCUELA MANUEL RECABARREN,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9101,TEMUCO,CAUTÍN NORTE,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9101,TEMUCO,CAUTÍN NORTE,Municipal DAEM,Municipal,Medio bajo,Urbano,19,18,18,254,222,225,-8,-33,-18,3,-21,-16,No significativa,Negativa y significativa,No significativa,No significativa,Negativa y significativa,Negativa y significativa,42.1,21.1,36.8,66.7,33.3,0,55.6,44.4,0,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,5589,1,ESCUELA MILLARAY,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9101,TEMUCO,CAUTÍN NORTE,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9101,TEMUCO,CAUTÍN NORTE,Municipal DAEM,Municipal,Medio,Urbano,32,31,32,245,246,235,-19,2,-54,-20,-11,-21,Negativa y significativa,No significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,53.1,18.8,28.1,38.7,58.1,3.2,53.1,46.9,0,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,5590,5,COMPLEJO EDUC. UN AMANECER EN LA ARAUCANIA,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9101,TEMUCO,CAUTÍN NORTE,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9101,TEMUCO,CAUTÍN NORTE,Municipal DAEM,Municipal,Medio bajo,Urbano,17,17,17,281,254,250,49,8,-4,30,11,9,Positiva y significativa,No significativa,No significativa,Positiva y significativa,Positiva y significativa,No significativa,11.8,41.2,47.1,35.3,47.1,17.6,41.2,41.2,17.6,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,5592,1,ESCUELA ANDRES BELLO,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9101,TEMUCO,CAUTÍN NORTE,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9101,TEMUCO,CAUTÍN NORTE,Municipal DAEM,Municipal,Medio bajo,Urbano,29,28,28,253,220,236,1,-19,2,2,-23,-5,No significativa,Negativa y significativa,No significativa,No significativa,Negativa y significativa,No significativa,51.7,13.8,34.5,67.9,21.4,10.7,57.1,35.7,7.1,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,5594,8,ESCUELA BASICA MARCELA PAZ,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9101,TEMUCO,CAUTÍN NORTE,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9101,TEMUCO,CAUTÍN NORTE,Municipal DAEM,Municipal,Medio,Urbano,18,19,19,286,254,257,-1,-23,9,21,-3,1,No significativa,Negativa y significativa,No significativa,Positiva y significativa,No significativa,No significativa,11.1,38.9,50,47.4,52.6,0,36.8,52.6,10.5,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,5596,4,COLEGIO MUNDO MAGICO,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9101,TEMUCO,CAUTÍN NORTE,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9101,TEMUCO,CAUTÍN NORTE,Municipal DAEM,Municipal,Medio alto,Urbano,94,92,92,266,257,257,-13,-13,-16,-15,-17,-15,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,30.9,35.1,34,31.5,51.1,17.4,40.2,38,21.7,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,5597,2,ESCUELA ALONSO DE ERCILLA,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9101,TEMUCO,CAUTÍN NORTE,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9101,TEMUCO,CAUTÍN NORTE,Municipal DAEM,Municipal,Medio,Urbano,68,67,67,237,225,239,-34,-15,-27,-28,-32,-17,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,57.4,25,17.6,64.2,25.4,10.4,50.7,40.3,9,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,5599,9,ESCUELA DARIO SALAS,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9112,PADRE LAS CASAS,CAUTÍN SUR,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9112,PADRE LAS CASAS,CAUTÍN SUR,Municipal DAEM,Municipal,Medio bajo,Urbano,23,24,23,263,238,238,15,7,-11,12,-5,-3,No significativa,No significativa,No significativa,Positiva y significativa,No significativa,No significativa,21.7,43.5,34.8,54.2,41.7,4.2,52.2,43.5,4.3,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,5601,4,ESCUELA MUNICIPAL EL TRENCITO,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9101,TEMUCO,CAUTÍN NORTE,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9101,TEMUCO,CAUTÍN NORTE,Municipal DAEM,Municipal,Medio bajo,Urbano,7,8,0,265,251,,5,31,,14,8,,No significativa,Positiva y significativa,,Positiva y significativa,No significativa,,,,,,,,,,,,,Ajenas al Establecimiento: No reporte,,,Ajenas al Establecimiento: No reporte,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,5604,9,ESCUELA PEDRO DE VALDIVIA,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9101,TEMUCO,CAUTÍN NORTE,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9101,TEMUCO,CAUTÍN NORTE,Municipal DAEM,Municipal,Medio bajo,Urbano,18,17,17,215,208,210,-35,-31,-41,-36,-35,-31,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,77.8,16.7,5.6,76.5,17.6,5.9,76.5,23.5,0,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,5606,5,ESCUELA VILLA CAROLINA,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9101,TEMUCO,CAUTÍN NORTE,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9101,TEMUCO,CAUTÍN NORTE,Municipal DAEM,Municipal,Medio bajo,Urbano,45,45,45,253,226,238,-19,-12,-1,2,-17,-3,Negativa y significativa,No significativa,No significativa,No significativa,Negativa y significativa,No significativa,40,31.1,28.9,60,37.8,2.2,62.2,26.7,11.1,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,5608,1,ESCUELA LOS AVELLANOS,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9101,TEMUCO,CAUTÍN NORTE,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9101,TEMUCO,CAUTÍN NORTE,Municipal DAEM,Municipal,Medio bajo,Urbano,27,29,29,280,270,274,20,20,-3,29,27,33,Positiva y significativa,Positiva y significativa,No significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,25.9,25.9,48.1,24.1,51.7,24.1,24.1,27.6,48.3,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,5611,1,ESCUELA LOS TRIGALES,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9101,TEMUCO,CAUTÍN NORTE,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9101,TEMUCO,CAUTÍN NORTE,Municipal DAEM,Municipal,Medio,Urbano,54,55,56,255,232,244,-42,-30,-28,-10,-25,-12,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,40.7,27.8,31.5,61.8,30.9,7.3,44.6,39.3,16.1,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,5613,8,COMPLEJO EDUCACIONAL LA GRANJA,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9119,VILCÚN,CAUTÍN NORTE,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9119,VILCÚN,CAUTÍN NORTE,Municipal DAEM,Municipal,Medio bajo,Urbano,24,24,24,287,286,279,18,23,16,36,43,38,Positiva y significativa,Positiva y significativa,No significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,8.3,41.7,50,20.8,25,54.2,20.8,41.7,37.5,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,5614,6,ESCUELA LABRANZA,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9101,TEMUCO,CAUTÍN NORTE,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9101,TEMUCO,CAUTÍN NORTE,Municipal DAEM,Municipal,Medio bajo,Urbano,31,32,32,223,212,222,-14,-4,-13,-28,-31,-19,No significativa,No significativa,No significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,67.7,22.6,9.7,78.1,21.9,0,78.1,15.6,6.3,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,5622,7,ESCUELA BÁSICA BERNARDO ÑANKO,9,REGIÓN DE LA ARAUCANÍA,2,MALLECO,9205,LONQUIMAY,MALLECO,9,REGIÓN DE LA ARAUCANÍA,2,MALLECO,9205,LONQUIMAY,MALLECO,Municipal DAEM,Municipal,Bajo,Rural,18,19,19,260,259,255,10,19,17,15,25,21,No significativa,Positiva y significativa,No significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,33.3,38.9,27.8,31.6,47.4,21.1,26.3,68.4,5.3,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,5623,5,ESCUELA TRUMPULO CHICO,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9112,PADRE LAS CASAS,CAUTÍN SUR,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9112,PADRE LAS CASAS,CAUTÍN SUR,Municipal DAEM,Municipal,Bajo,Rural,4,4,0,240,224,,,,,,,,,,,,,,,,,,,,,,,,,Ajenas al Establecimiento: No reporte,Ajenas a la Agencia: No reporte,Ajenas a la Agencia: No reporte,Ajenas al Establecimiento: No reporte,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Ajenas al Establecimiento: Resultados no representativos,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,5624,3,ESCUELA METRENCO,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9112,PADRE LAS CASAS,CAUTÍN SUR,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9112,PADRE LAS CASAS,CAUTÍN SUR,Municipal DAEM,Municipal,Bajo,Rural,16,16,16,250,235,241,-3,-47,-34,5,1,7,No significativa,Negativa y significativa,Negativa y significativa,No significativa,No significativa,No significativa,37.5,50,12.5,56.3,31.3,12.5,56.3,37.5,6.3,,,,,,,,,,Rbd y curso rinde Simce
2014,20151009,final20151009v1,4b,5625,1,ESCUELA TRUF-TRUF.,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9112,PADRE LAS CASAS,CAUTÍN SUR,9,REGIÓN DE LA ARAUCANÍA,1,CAUTÍN,9112,PADRE LAS CASAS,CAUTÍN SUR,Municipal DAEM,Municipal,Bajo,Rural,13,13,13,284,249,258,35,16,25,39,15,24,Positiva y significativa,No significativa,Positiva y significativa,Positiva y significativa,No significativa,Positiva y significativa,7.7,38.5,53.8,61.5,7.7,30.8,30.8,53.8,15.4,,,,,,,,,,Rbd y curso rinde Simce
